sample,jaccard_index,original_class,MLPC_class,MLPC_features,SVC_class,SVC_features
33761,1.0,2,2,"{'lowBeta', 'highAlpha', 'highBeta', 'lowGamma'}",2,"{'lowBeta', 'highAlpha', 'highBeta', 'lowGamma'}"
33779,0.375,2,2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'E4_IBI', 'theta', 'E4_EDA', 'lowBeta', 'y', 'middleGamma', 'Attention', 'highBeta'}",2,"{'lowAlpha', 'E4_TEMP', 'Meditation', 'E4_IBI', 'E4_BVP', 'lowBeta', 'y', 'x', 'lowGamma', 'delta', 'highBeta'}"
33794,0.6,2,2,"{'E4_HR', 'highAlpha', 'E4_TEMP', 'Meditation', 'E4_IBI', 'lowBeta', 'y', 'lowGamma', 'middleGamma', 'z', 'Attention'}",2,"{'E4_HR', 'highAlpha', 'E4_TEMP', 'Meditation', 'E4_IBI', 'E4_BVP', 'lowBeta', 'lowGamma', 'x', 'delta', 'z', 'Attention', 'highBeta'}"
33811,0.6153846153846154,2,2,"{'highAlpha', 'E4_TEMP', 'Meditation', 'E4_IBI', 'E4_EDA', 'lowBeta', 'lowGamma', 'z', 'highBeta'}",2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'Meditation', 'E4_IBI', 'E4_EDA', 'E4_BVP', 'lowBeta', 'lowGamma', 'delta', 'z'}"
33818,1.0,2,2,"{'highAlpha', 'lowAlpha', 'Meditation', 'lowBeta', 'highBeta'}",2,"{'highAlpha', 'lowAlpha', 'Meditation', 'lowBeta', 'highBeta'}"
33830,1.0,2,2,"{'lowBeta', 'E4_TEMP'}",2,"{'lowBeta', 'E4_TEMP'}"
33847,1.0,2,2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'theta', 'lowGamma', 'delta', 'z', 'highBeta'}",2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'theta', 'lowGamma', 'delta', 'z', 'highBeta'}"
33865,1.0,2,2,{'E4_HR'},2,{'E4_HR'}
33877,1.0,2,2,"{'E4_HR', 'E4_TEMP', 'highAlpha', 'highBeta'}",2,"{'E4_HR', 'E4_TEMP', 'highAlpha', 'highBeta'}"
33878,1.0,2,2,{'E4_HR'},2,{'E4_HR'}
33880,1.0,2,2,"{'E4_HR', 'highBeta'}",2,"{'E4_HR', 'highBeta'}"
33884,1.0,2,2,"{'E4_HR', 'highAlpha', 'highBeta'}",2,"{'E4_HR', 'highAlpha', 'highBeta'}"
33889,0.08333333333333333,2,2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'E4_IBI', 'theta', 'E4_EDA', 'lowBeta', 'y', 'x', 'middleGamma', 'Attention'}",2,{'E4_HR'}
33908,1.0,2,2,"{'lowBeta', 'highAlpha', 'highBeta'}",2,"{'lowBeta', 'highAlpha', 'highBeta'}"
33911,1.0,2,2,"{'lowBeta', 'lowGamma'}",2,"{'lowBeta', 'lowGamma'}"
33915,1.0,2,2,"{'lowBeta', 'highAlpha', 'E4_TEMP'}",2,"{'lowBeta', 'highAlpha', 'E4_TEMP'}"
33923,1.0,2,2,"{'lowBeta', 'highAlpha', 'E4_TEMP'}",2,"{'lowBeta', 'highAlpha', 'E4_TEMP'}"
33936,1.0,2,2,"{'Meditation', 'highAlpha', 'lowAlpha', 'highBeta'}",2,"{'Meditation', 'highAlpha', 'lowAlpha', 'highBeta'}"
33946,1.0,2,2,"{'Meditation', 'lowBeta', 'lowAlpha', 'lowGamma'}",2,"{'Meditation', 'lowBeta', 'lowAlpha', 'lowGamma'}"
33947,1.0,2,2,"{'theta', 'Meditation', 'lowAlpha'}",2,"{'theta', 'Meditation', 'lowAlpha'}"
33973,1.0,2,2,"{'E4_HR', 'lowAlpha', 'highAlpha', 'Meditation', 'E4_EDA', 'lowBeta', 'lowGamma', 'z', 'Attention', 'highBeta'}",2,"{'E4_HR', 'lowAlpha', 'highAlpha', 'Meditation', 'E4_EDA', 'lowBeta', 'lowGamma', 'z', 'Attention', 'highBeta'}"
34004,0.3333333333333333,2,2,"{'y', 'z', 'E4_EDA'}",2,"{'theta', 'lowBeta', 'y', 'lowGamma', 'z'}"
34013,1.0,2,2,"{'lowBeta', 'y', 'lowGamma'}",2,"{'lowBeta', 'y', 'lowGamma'}"
34021,0.2,2,2,"{'theta', 'y', 'z'}",2,"{'lowAlpha', 'y', 'highBeta'}"
34032,1.0,2,2,"{'lowGamma', 'z'}",2,"{'lowGamma', 'z'}"
34035,0.5714285714285714,2,2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'Meditation', 'E4_IBI', 'theta', 'E4_EDA', 'lowBeta', 'y', 'lowGamma', 'middleGamma', 'z', 'highBeta'}",2,"{'E4_HR', 'lowAlpha', 'highAlpha', 'theta', 'lowBeta', 'lowGamma', 'z', 'highBeta'}"
34044,1.0,2,2,"{'E4_HR', 'lowAlpha', 'highAlpha', 'theta', 'lowBeta', 'lowGamma', 'z', 'highBeta'}",2,"{'E4_HR', 'lowAlpha', 'highAlpha', 'theta', 'lowBeta', 'lowGamma', 'z', 'highBeta'}"
34047,1.0,2,2,"{'E4_HR', 'lowAlpha', 'highAlpha', 'theta', 'lowGamma', 'delta', 'z', 'highBeta'}",2,"{'E4_HR', 'lowAlpha', 'highAlpha', 'theta', 'lowGamma', 'delta', 'z', 'highBeta'}"
34061,1.0,2,2,"{'E4_HR', 'lowAlpha', 'highAlpha', 'theta', 'E4_EDA', 'lowGamma', 'delta', 'z', 'Attention', 'highBeta'}",2,"{'E4_HR', 'lowAlpha', 'highAlpha', 'theta', 'E4_EDA', 'lowGamma', 'delta', 'z', 'Attention', 'highBeta'}"
34066,1.0,2,2,{'E4_TEMP'},2,{'E4_TEMP'}
34070,1.0,2,2,{'E4_TEMP'},2,{'E4_TEMP'}
34071,1.0,2,2,{'E4_TEMP'},2,{'E4_TEMP'}
34078,1.0,2,2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'lowGamma'}",2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'lowGamma'}"
34101,1.0,2,2,"{'highAlpha', 'highBeta', 'lowGamma'}",2,"{'highAlpha', 'highBeta', 'lowGamma'}"
34104,1.0,2,2,"{'E4_HR', 'highBeta'}",2,"{'E4_HR', 'highBeta'}"
34106,1.0,2,2,"{'E4_HR', 'highBeta'}",2,"{'E4_HR', 'highBeta'}"
34107,1.0,2,2,"{'E4_HR', 'highBeta'}",2,"{'E4_HR', 'highBeta'}"
34115,1.0,2,2,"{'highAlpha', 'lowAlpha', 'highBeta', 'lowGamma'}",2,"{'highAlpha', 'lowAlpha', 'highBeta', 'lowGamma'}"
34125,1.0,2,2,"{'lowBeta', 'highAlpha', 'lowGamma'}",2,"{'lowBeta', 'highAlpha', 'lowGamma'}"
34141,1.0,2,2,"{'E4_HR', 'lowAlpha', 'highAlpha', 'E4_EDA', 'lowBeta', 'lowGamma', 'middleGamma', 'z', 'highBeta'}",2,"{'E4_HR', 'lowAlpha', 'highAlpha', 'E4_EDA', 'lowBeta', 'lowGamma', 'middleGamma', 'z', 'highBeta'}"
34155,1.0,2,2,"{'middleGamma', 'Meditation', 'lowAlpha', 'highBeta'}",2,"{'middleGamma', 'Meditation', 'lowAlpha', 'highBeta'}"
34170,0.38461538461538464,2,2,"{'highAlpha', 'E4_TEMP', 'Meditation', 'E4_EDA', 'lowBeta', 'y', 'middleGamma', 'highBeta'}",2,"{'E4_TEMP', 'Meditation', 'E4_IBI', 'theta', 'E4_EDA', 'lowBeta', 'y', 'x', 'delta', 'z'}"
34181,0.5,2,2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'Meditation', 'E4_EDA', 'lowBeta', 'y', 'z', 'highBeta'}",2,"{'highAlpha', 'lowAlpha', 'Meditation', 'E4_IBI', 'E4_EDA', 'lowBeta', 'y', 'lowGamma', 'middleGamma', 'delta', 'highBeta'}"
34186,0.6153846153846154,2,2,"{'E4_TEMP', 'Meditation', 'E4_IBI', 'theta', 'E4_EDA', 'E4_BVP', 'lowGamma', 'y', 'x', 'middleGamma', 'delta'}",2,"{'highAlpha', 'E4_TEMP', 'Meditation', 'E4_IBI', 'E4_EDA', 'lowGamma', 'y', 'middleGamma', 'delta', 'highBeta'}"
34191,0.9,2,2,"{'E4_HR', 'highAlpha', 'E4_TEMP', 'E4_EDA', 'lowBeta', 'y', 'lowGamma', 'delta', 'highBeta'}",2,"{'E4_HR', 'highAlpha', 'E4_TEMP', 'E4_EDA', 'lowBeta', 'y', 'lowGamma', 'delta', 'z', 'highBeta'}"
34197,0.46153846153846156,2,2,"{'highAlpha', 'lowAlpha', 'E4_IBI', 'theta', 'E4_EDA', 'y', 'delta', 'z'}",2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'E4_IBI', 'E4_EDA', 'lowGamma', 'y', 'middleGamma', 'delta', 'highBeta'}"
34204,0.2857142857142857,2,2,"{'E4_TEMP', 'E4_EDA', 'lowGamma', 'y', 'delta', 'z', 'Attention'}",2,"{'y', 'E4_EDA'}"
34210,0.6,2,2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'Meditation', 'E4_IBI', 'lowBeta', 'y', 'lowGamma', 'delta', 'z', 'Attention', 'highBeta'}",2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'E4_IBI', 'E4_EDA', 'lowGamma', 'y', 'x', 'delta', 'highBeta'}"
34219,0.36363636363636365,2,2,"{'E4_TEMP', 'Meditation', 'E4_EDA', 'lowGamma', 'y'}",2,"{'highAlpha', 'E4_TEMP', 'E4_IBI', 'E4_EDA', 'E4_BVP', 'lowBeta', 'y', 'lowGamma', 'delta', 'highBeta'}"
34224,0.7142857142857143,2,2,"{'E4_HR', 'highAlpha', 'E4_TEMP', 'Meditation', 'theta', 'E4_EDA', 'lowBeta', 'y', 'lowGamma', 'middleGamma', 'delta', 'highBeta'}",2,"{'highAlpha', 'E4_TEMP', 'Meditation', 'theta', 'E4_EDA', 'E4_BVP', 'lowBeta', 'y', 'lowGamma', 'delta', 'z', 'highBeta'}"
34232,1.0,2,2,"{'highAlpha', 'z'}",2,"{'highAlpha', 'z'}"
34237,1.0,2,2,"{'highAlpha', 'E4_TEMP', 'theta', 'lowGamma', 'middleGamma', 'delta', 'z', 'highBeta'}",2,"{'highAlpha', 'E4_TEMP', 'theta', 'lowGamma', 'middleGamma', 'delta', 'z', 'highBeta'}"
34239,1.0,2,2,"{'E4_HR', 'highAlpha', 'theta', 'delta', 'z', 'highBeta'}",2,"{'E4_HR', 'highAlpha', 'theta', 'delta', 'z', 'highBeta'}"
34260,1.0,2,2,"{'middleGamma', 'theta'}",2,"{'middleGamma', 'theta'}"
34267,0.25,2,2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'Meditation', 'E4_IBI', 'theta', 'lowGamma', 'y', 'middleGamma', 'z', 'highBeta'}",2,"{'theta', 'delta', 'E4_TEMP', 'highBeta'}"
34291,0.0,2,2,"{'E4_HR', 'highAlpha', 'Meditation', 'E4_IBI', 'E4_EDA', 'E4_BVP', 'y', 'z'}",2,{'lowBeta'}
34306,1.0,2,2,"{'highAlpha', 'E4_TEMP', 'theta', 'E4_EDA', 'lowBeta', 'lowGamma', 'highBeta'}",2,"{'highAlpha', 'E4_TEMP', 'theta', 'E4_EDA', 'lowBeta', 'lowGamma', 'highBeta'}"
34322,0.1,2,2,"{'E4_HR', 'lowAlpha', 'E4_IBI', 'theta', 'E4_EDA', 'lowBeta', 'y', 'z'}",2,"{'highAlpha', 'theta', 'E4_TEMP'}"
34345,0.5,2,2,"{'E4_HR', 'E4_IBI', 'E4_EDA', 'lowGamma', 'y', 'z', 'highBeta'}",2,"{'E4_HR', 'E4_TEMP', 'E4_IBI', 'y', 'z'}"
34347,0.9,2,2,"{'E4_HR', 'lowAlpha', 'highAlpha', 'E4_IBI', 'E4_EDA', 'lowGamma', 'y', 'z', 'highBeta'}",2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'E4_IBI', 'E4_EDA', 'lowGamma', 'y', 'z', 'highBeta'}"
34356,0.4,2,2,"{'E4_IBI', 'y', 'delta'}",2,"{'E4_IBI', 'lowAlpha', 'y', 'lowBeta'}"
34358,0.5,2,2,"{'E4_BVP', 'y', 'E4_IBI'}",2,"{'theta', 'E4_IBI', 'y'}"
34360,0.2857142857142857,2,2,"{'E4_IBI', 'lowBeta', 'y'}",2,"{'highAlpha', 'E4_IBI', 'y', 'middleGamma', 'delta', 'z'}"
34366,0.4,2,2,"{'E4_IBI', 'y', 'E4_EDA'}",2,"{'theta', 'E4_IBI', 'y', 'highBeta'}"
34369,0.2,2,2,"{'E4_IBI', 'y', 'highBeta'}",2,"{'theta', 'E4_HR', 'E4_IBI'}"
34372,1.0,2,2,"{'E4_HR', 'E4_IBI'}",2,"{'E4_HR', 'E4_IBI'}"
34376,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34391,0.75,2,2,"{'E4_IBI', 'lowAlpha', 'y'}",2,"{'E4_IBI', 'lowAlpha', 'y', 'delta'}"
34399,0.4,2,2,"{'E4_HR', 'E4_IBI', 'z'}",2,"{'Meditation', 'E4_HR', 'E4_IBI', 'highAlpha'}"
34400,0.14285714285714285,2,2,"{'E4_BVP', 'E4_HR', 'E4_IBI'}",2,"{'E4_IBI', 'lowGamma', 'x', 'z', 'highBeta'}"
34408,1.0,2,2,"{'E4_HR', 'highAlpha', 'E4_IBI', 'lowGamma', 'x', 'z', 'highBeta'}",2,"{'E4_HR', 'highAlpha', 'E4_IBI', 'lowGamma', 'x', 'z', 'highBeta'}"
34411,0.125,2,2,"{'E4_HR', 'E4_TEMP', 'E4_IBI', 'lowGamma', 'z', 'highBeta'}",2,"{'E4_IBI', 'lowAlpha', 'y'}"
34418,0.375,2,2,"{'lowBeta', 'E4_HR', 'E4_IBI', 'z'}",2,"{'E4_HR', 'E4_IBI', 'theta', 'E4_EDA', 'lowGamma', 'z', 'highBeta'}"
34429,0.6666666666666666,2,2,"{'E4_HR', 'E4_IBI', 'x'}",2,"{'E4_HR', 'E4_IBI'}"
34430,0.4,2,2,"{'E4_BVP', 'E4_HR', 'E4_IBI'}",2,"{'E4_BVP', 'y', 'z', 'E4_IBI'}"
34444,0.5,2,2,"{'E4_IBI', 'E4_HR', 'y', 'lowGamma'}",2,"{'E4_HR', 'lowAlpha', 'E4_IBI', 'E4_EDA', 'y'}"
34468,0.08333333333333333,2,2,"{'E4_IBI', 'y'}",2,"{'highAlpha', 'lowAlpha', 'E4_TEMP', 'theta', 'E4_EDA', 'lowGamma', 'y', 'x', 'delta', 'z', 'highBeta'}"
34473,0.3333333333333333,2,2,"{'lowAlpha', 'z', 'E4_EDA'}",2,"{'highAlpha', 'lowAlpha', 'theta', 'E4_EDA', 'lowGamma', 'y', 'delta', 'z', 'highBeta'}"
34476,0.2,2,2,"{'E4_HR', 'highAlpha', 'E4_TEMP', 'E4_IBI', 'y', 'middleGamma', 'delta'}",2,"{'highAlpha', 'lowAlpha', 'Meditation', 'theta', 'E4_EDA', 'lowGamma', 'y', 'x', 'delta', 'z', 'highBeta'}"
34479,0.7692307692307693,2,2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'E4_IBI', 'theta', 'E4_EDA', 'lowGamma', 'y', 'middleGamma', 'delta', 'z', 'highBeta'}",2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'E4_IBI', 'theta', 'E4_EDA', 'lowGamma', 'delta', 'z', 'highBeta'}"
34491,0.3333333333333333,2,2,"{'theta', 'E4_HR', 'E4_IBI'}",2,"{'E4_HR', 'E4_IBI', 'E4_BVP', 'lowBeta', 'Attention'}"
34498,0.25,2,2,"{'E4_IBI', 'y'}",2,"{'lowBeta', 'E4_HR', 'E4_IBI'}"
34504,0.25,2,2,"{'E4_HR', 'E4_IBI', 'highBeta'}",2,"{'E4_IBI', 'y'}"
34507,0.75,2,2,"{'E4_HR', 'highAlpha', 'E4_IBI', 'y', 'delta', 'z', 'highBeta'}",2,"{'E4_HR', 'E4_IBI', 'y', 'x', 'delta', 'z', 'highBeta'}"
34513,0.5,2,2,"{'E4_HR', 'lowAlpha', 'E4_IBI', 'lowGamma', 'y'}",2,"{'E4_BVP', 'lowGamma', 'y', 'E4_IBI'}"
34517,0.42857142857142855,2,2,"{'E4_HR', 'E4_IBI', 'y', 'z', 'highBeta'}",2,"{'E4_HR', 'theta', 'E4_IBI', 'lowBeta', 'z'}"
34526,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34545,0.75,2,2,"{'E4_HR', 'E4_IBI', 'z', 'lowGamma'}",2,"{'E4_HR', 'E4_IBI', 'z'}"
34561,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34577,1.0,2,2,"{'lowBeta', 'E4_IBI', 'E4_TEMP'}",2,"{'lowBeta', 'E4_IBI', 'E4_TEMP'}"
34580,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34583,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34597,0.5,2,2,"{'E4_HR', 'E4_IBI', 'E4_TEMP'}",2,"{'E4_HR', 'E4_IBI', 'highBeta'}"
34604,1.0,2,2,"{'E4_HR', 'E4_TEMP', 'E4_IBI', 'lowBeta', 'lowGamma', 'delta', 'highBeta'}",2,"{'E4_HR', 'E4_TEMP', 'E4_IBI', 'lowBeta', 'lowGamma', 'delta', 'highBeta'}"
34613,1.0,2,2,"{'lowBeta', 'E4_IBI', 'E4_TEMP', 'lowGamma'}",2,"{'lowBeta', 'E4_IBI', 'E4_TEMP', 'lowGamma'}"
34616,0.75,2,2,"{'lowGamma', 'E4_IBI', 'E4_TEMP', 'highBeta'}",2,"{'E4_IBI', 'E4_TEMP', 'highBeta'}"
34656,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34664,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34665,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34669,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34687,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34696,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34697,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34713,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34717,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34732,1.0,2,2,"{'E4_IBI', 'E4_TEMP'}",2,"{'E4_IBI', 'E4_TEMP'}"
34749,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34789,1.0,2,2,"{'E4_IBI', 'highBeta'}",2,"{'E4_IBI', 'highBeta'}"
34796,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34797,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34799,1.0,2,2,"{'E4_IBI', 'highBeta'}",2,"{'E4_IBI', 'highBeta'}"
34802,1.0,2,2,"{'lowBeta', 'lowAlpha', 'E4_IBI', 'E4_TEMP'}",2,"{'lowBeta', 'lowAlpha', 'E4_IBI', 'E4_TEMP'}"
34834,1.0,2,2,"{'lowBeta', 'E4_IBI'}",2,"{'lowBeta', 'E4_IBI'}"
34852,1.0,2,2,"{'lowBeta', 'E4_IBI'}",2,"{'lowBeta', 'E4_IBI'}"
34856,1.0,2,2,"{'lowBeta', 'E4_IBI'}",2,"{'lowBeta', 'E4_IBI'}"
34858,1.0,2,2,"{'lowAlpha', 'E4_IBI', 'lowGamma'}",2,"{'lowAlpha', 'E4_IBI', 'lowGamma'}"
34882,1.0,2,2,"{'E4_HR', 'E4_IBI'}",2,"{'E4_HR', 'E4_IBI'}"
34896,1.0,2,2,"{'lowGamma', 'E4_IBI'}",2,"{'lowGamma', 'E4_IBI'}"
34904,1.0,2,2,"{'E4_HR', 'E4_IBI'}",2,"{'E4_HR', 'E4_IBI'}"
34927,1.0,2,2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'E4_IBI', 'delta', 'highBeta'}",2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'E4_IBI', 'delta', 'highBeta'}"
34936,1.0,2,2,"{'highAlpha', 'E4_IBI', 'E4_TEMP', 'highBeta'}",2,"{'highAlpha', 'E4_IBI', 'E4_TEMP', 'highBeta'}"
34939,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34941,1.0,2,2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'Meditation', 'E4_IBI', 'lowGamma', 'middleGamma', 'delta', 'highBeta'}",2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'Meditation', 'E4_IBI', 'lowGamma', 'middleGamma', 'delta', 'highBeta'}"
34944,1.0,2,2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'E4_IBI', 'lowGamma', 'middleGamma', 'delta', 'highBeta'}",2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'E4_IBI', 'lowGamma', 'middleGamma', 'delta', 'highBeta'}"
34955,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34957,1.0,2,2,"{'E4_IBI', 'E4_TEMP'}",2,"{'E4_IBI', 'E4_TEMP'}"
34960,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34976,1.0,2,2,"{'E4_IBI', 'E4_TEMP'}",2,"{'E4_IBI', 'E4_TEMP'}"
34978,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34981,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34987,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
34997,1.0,2,2,"{'E4_IBI', 'E4_TEMP'}",2,"{'E4_IBI', 'E4_TEMP'}"
34999,1.0,2,2,"{'highAlpha', 'E4_IBI', 'lowGamma'}",2,"{'highAlpha', 'E4_IBI', 'lowGamma'}"
35014,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35022,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35033,1.0,2,2,"{'highAlpha', 'E4_IBI', 'lowGamma'}",2,"{'highAlpha', 'E4_IBI', 'lowGamma'}"
35049,1.0,2,2,"{'highAlpha', 'E4_IBI', 'lowGamma'}",2,"{'highAlpha', 'E4_IBI', 'lowGamma'}"
35064,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35071,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35077,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35088,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35091,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35095,1.0,2,2,"{'E4_IBI', 'E4_TEMP', 'highBeta', 'delta'}",2,"{'E4_IBI', 'E4_TEMP', 'highBeta', 'delta'}"
35100,1.0,2,2,"{'E4_IBI', 'highBeta'}",2,"{'E4_IBI', 'highBeta'}"
35106,1.0,2,2,"{'lowAlpha', 'E4_IBI', 'delta', 'lowGamma'}",2,"{'lowAlpha', 'E4_IBI', 'delta', 'lowGamma'}"
35110,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35127,1.0,2,2,"{'lowAlpha', 'E4_IBI', 'E4_TEMP', 'highBeta'}",2,"{'lowAlpha', 'E4_IBI', 'E4_TEMP', 'highBeta'}"
35143,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35145,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35149,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35152,1.0,2,2,"{'lowAlpha', 'E4_IBI', 'highBeta'}",2,"{'lowAlpha', 'E4_IBI', 'highBeta'}"
35189,1.0,2,2,{'E4_HR'},2,{'E4_HR'}
35203,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35204,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35218,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35220,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35229,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35237,1.0,2,2,"{'theta', 'E4_IBI', 'highBeta'}",2,"{'theta', 'E4_IBI', 'highBeta'}"
35254,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35269,1.0,2,2,{'E4_HR'},2,{'E4_HR'}
35306,1.0,2,2,"{'E4_HR', 'E4_TEMP', 'highBeta'}",2,"{'E4_HR', 'E4_TEMP', 'highBeta'}"
35331,1.0,2,2,"{'lowBeta', 'E4_HR', 'lowAlpha'}",2,"{'lowBeta', 'E4_HR', 'lowAlpha'}"
35350,1.0,2,2,"{'y', 'highBeta'}",2,"{'y', 'highBeta'}"
35366,1.0,2,2,"{'y', 'highBeta'}",2,"{'y', 'highBeta'}"
35370,1.0,2,2,"{'lowAlpha', 'y', 'highBeta'}",2,"{'lowAlpha', 'y', 'highBeta'}"
35373,1.0,2,2,"{'y', 'highBeta'}",2,"{'y', 'highBeta'}"
35375,1.0,2,2,{'y'},2,{'y'}
35385,1.0,2,2,"{'y', 'highBeta'}",2,"{'y', 'highBeta'}"
35387,1.0,2,2,"{'y', 'highBeta'}",2,"{'y', 'highBeta'}"
35401,1.0,2,2,{'E4_HR'},2,{'E4_HR'}
35406,1.0,2,2,"{'E4_HR', 'lowAlpha'}",2,"{'E4_HR', 'lowAlpha'}"
35407,1.0,2,2,"{'lowBeta', 'E4_HR', 'lowAlpha', 'highAlpha'}",2,"{'lowBeta', 'E4_HR', 'lowAlpha', 'highAlpha'}"
35437,1.0,2,2,"{'lowBeta', 'E4_HR', 'lowAlpha'}",2,"{'lowBeta', 'E4_HR', 'lowAlpha'}"
35467,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35472,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35475,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35511,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35520,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35522,1.0,2,2,"{'E4_IBI', 'highBeta'}",2,"{'E4_IBI', 'highBeta'}"
35532,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35544,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35551,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35558,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35563,1.0,2,2,"{'theta', 'highAlpha', 'E4_IBI'}",2,"{'theta', 'highAlpha', 'E4_IBI'}"
35602,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35605,1.0,2,2,"{'E4_HR', 'highAlpha', 'E4_TEMP', 'E4_IBI', 'theta', 'lowGamma', 'highBeta'}",2,"{'E4_HR', 'highAlpha', 'E4_TEMP', 'E4_IBI', 'theta', 'lowGamma', 'highBeta'}"
35615,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35619,1.0,2,2,{'E4_IBI'},2,{'E4_IBI'}
35623,1.0,2,2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'E4_IBI', 'theta', 'lowGamma', 'delta', 'highBeta'}",2,"{'E4_HR', 'lowAlpha', 'E4_TEMP', 'highAlpha', 'E4_IBI', 'theta', 'lowGamma', 'delta', 'highBeta'}"
35644,1.0,2,2,"{'E4_HR', 'highAlpha', 'E4_TEMP', 'E4_IBI', 'E4_EDA', 'lowBeta', 'lowGamma', 'delta'}",2,"{'E4_HR', 'highAlpha', 'E4_TEMP', 'E4_IBI', 'E4_EDA', 'lowBeta', 'lowGamma', 'delta'}"
35646,1.0,2,2,"{'E4_IBI', 'E4_TEMP', 'highBeta'}",2,"{'E4_IBI', 'E4_TEMP', 'highBeta'}"
